Pipeline,Completness,Resolution
PHENIX/Parrot,13.2,"3.6	(150)"
PHENIX/Parrot,9.88,"4.0	(150)"
PHENIX/Parrot,59.13,"3.2	(150)"
PHENIX/Parrot,8.64,"4.0	(150)"
PHENIX/Parrot,36.91,"4.0	(150)"
PHENIX/Parrot,27.52,"3.6	(150)"
PHENIX/Parrot,30.83,"3.2	(150)"
PHENIX/Parrot,21.56,"3.4	(150)"
PHENIX/Parrot,19.7,"3.4	(150)"
PHENIX/Parrot,67.1,"3.4	(150)"
PHENIX/Parrot,48,"3.8	(150)"
PHENIX/Parrot,12.28,"3.4	(150)"
PHENIX/Parrot,36.8,"3.4	(150)"
PHENIX/Parrot,15.73,"4.0	(150)"
PHENIX/Parrot,7.46,"3.8	(150)"
PHENIX/Parrot,35.82,"3.2	(150)"
PHENIX/Parrot,38.33,"3.4	(150)"
PHENIX/Parrot,40.38,"3.6	(150)"
PHENIX/Parrot,88.54,"1.0 - 1.9	(67)"
PHENIX/Parrot,32.02,"3.6	(150)"
PHENIX/Parrot,12.43,"3.6	(150)"
PHENIX/Parrot,51.56,"3.2	(150)"
PHENIX/Parrot,21.28,"3.8	(150)"
PHENIX/Parrot,33,"3.4	(150)"
PHENIX/Parrot,62.56,"3.2	(150)"
PHENIX/Parrot,99.03,"1.0 - 1.9	(67)"
PHENIX/Parrot,18.09,"4.0	(150)"
PHENIX/Parrot,93.73,"2.0 - 3.1	(81)"
PHENIX/Parrot,50.45,"4.0	(150)"
PHENIX/Parrot,23.78,"3.4	(150)"
PHENIX/Parrot,31.04,"3.4	(150)"
PHENIX/Parrot,6.79,"4.0	(150)"
PHENIX/Parrot,47.06,"3.2	(150)"
PHENIX/Parrot,5.26,"3.8	(150)"
PHENIX/Parrot,12.11,"3.8	(150)"
PHENIX/Parrot,0,"3.4	(150)"
PHENIX/Parrot,28.61,"3.4	(150)"
PHENIX/Parrot,3.07,"4.0	(150)"
PHENIX/Parrot,75.9,"2.0 - 3.1	(81)"
PHENIX/Parrot,98.17,"1.0 - 1.9	(67)"
PHENIX/Parrot,17.62,"3.4	(150)"
PHENIX/Parrot,91.35,"1.0 - 1.9	(67)"
PHENIX/Parrot,97.4,"2.0 - 3.1	(81)"
PHENIX/Parrot,65.77,"3.4	(150)"
PHENIX/Parrot,44.79,"3.2	(150)"
PHENIX/Parrot,10.58,"3.8	(150)"
PHENIX/Parrot,19.76,"3.6	(150)"
PHENIX/Parrot,41.42,"3.2	(150)"
PHENIX/Parrot,11.68,"3.6	(150)"
PHENIX/Parrot,12.93,"3.6	(150)"
PHENIX/Parrot,27.11,"3.8	(150)"
PHENIX/Parrot,10.7,"4.0	(150)"
PHENIX/Parrot,97.54,"2.0 - 3.1	(81)"
PHENIX/Parrot,99.66,"1.0 - 1.9	(67)"
PHENIX/Parrot,47.62,"3.4	(150)"
PHENIX/Parrot,67.2,"3.4	(150)"
PHENIX/Parrot,85.61,"2.0 - 3.1	(81)"
PHENIX/Parrot,86.67,"2.0 - 3.1	(81)"
PHENIX/Parrot,97.66,"2.0 - 3.1	(81)"
PHENIX/Parrot,16.83,"3.8	(150)"
PHENIX/Parrot,25.28,"3.6	(150)"
PHENIX/Parrot,98.19,"2.0 - 3.1	(81)"
PHENIX/Parrot,35.26,"3.4	(150)"
PHENIX/Parrot,26.55,"3.2	(150)"
PHENIX/Parrot,81.25,"1.0 - 1.9	(67)"
PHENIX/Parrot,23.74,"4.0	(150)"
PHENIX/Parrot,95.63,"2.0 - 3.1	(81)"
PHENIX/Parrot,35.46,"3.2	(150)"
PHENIX/Parrot,36.12,"3.2	(150)"
PHENIX/Parrot,16.55,"3.8	(150)"
PHENIX/Parrot,23.22,"3.6	(150)"
PHENIX/Parrot,60.07,"3.2	(150)"
PHENIX/Parrot,20.18,"3.4	(150)"
PHENIX/Parrot,11.36,"4.0	(150)"
PHENIX/Parrot,30.94,"3.4	(150)"
PHENIX/Parrot,10.46,"4.0	(150)"
PHENIX/Parrot,71.86,"3.2	(150)"
PHENIX/Parrot,7.58,"4.0	(150)"
PHENIX/Parrot,18.64,"3.8	(150)"
PHENIX/Parrot,50.62,"3.2	(150)"
PHENIX/Parrot,34.46,"3.2	(150)"
PHENIX/Parrot,57.93,"3.4	(150)"
PHENIX/Parrot,9.91,"4.0	(150)"
PHENIX/Parrot,26.02,"3.8	(150)"
PHENIX/Parrot,11.72,"3.6	(150)"
PHENIX/Parrot,18.53,"3.2	(150)"
PHENIX/Parrot,24.89,"3.4	(150)"
PHENIX/Parrot,21.79,"3.6	(150)"
PHENIX/Parrot,10.41,"3.6	(150)"
PHENIX/Parrot,52.14,"3.2	(150)"
PHENIX/Parrot,4.52,"4.0	(150)"
PHENIX/Parrot,85.11,"2.0 - 3.1	(81)"
PHENIX/Parrot,94.5,"1.0 - 1.9	(67)"
PHENIX/Parrot,19.08,"3.6	(150)"
PHENIX/Parrot,20.1,"4.0	(150)"
PHENIX/Parrot,25.84,"3.6	(150)"
PHENIX/Parrot,9.24,"3.8	(150)"
PHENIX/Parrot,21.66,"3.4	(150)"
PHENIX/Parrot,98.66,"1.0 - 1.9	(67)"
PHENIX/Parrot,60.29,"3.2	(150)"
PHENIX/Parrot,16.6,"4.0	(150)"
PHENIX/Parrot,25.76,"3.6	(150)"
PHENIX/Parrot,8.87,"4.0	(150)"
PHENIX/Parrot,6.79,"4.0	(150)"
PHENIX/Parrot,9.76,"4.0	(150)"
PHENIX/Parrot,95.24,"1.0 - 1.9	(67)"
PHENIX/Parrot,13.96,"3.8	(150)"
PHENIX/Parrot,24.82,"3.4	(150)"
PHENIX/Parrot,94.23,"1.0 - 1.9	(67)"
PHENIX/Parrot,52.14,"3.4	(150)"
PHENIX/Parrot,97.93,"2.0 - 3.1	(81)"
PHENIX/Parrot,35.75,"3.4	(150)"
PHENIX/Parrot,14.93,"3.8	(150)"
PHENIX/Parrot,18.07,"3.4	(150)"
PHENIX/Parrot,57.38,"3.2	(150)"
PHENIX/Parrot,33.41,"3.2	(150)"
PHENIX/Parrot,57.34,"3.6	(150)"
PHENIX/Parrot,36.86,"3.2	(150)"
PHENIX/Parrot,9.15,"4.0	(150)"
PHENIX/Parrot,98.49,"2.0 - 3.1	(81)"
PHENIX/Parrot,4.24,"3.8	(150)"
PHENIX/Parrot,18.52,"3.6	(150)"
PHENIX/Parrot,27.36,"3.6	(150)"
PHENIX/Parrot,8.55,"4.0	(150)"
PHENIX/Parrot,6.9,"3.4	(150)"
PHENIX/Parrot,11.61,"3.4	(150)"
PHENIX/Parrot,15.97,"3.2	(150)"
PHENIX/Parrot,95.65,"1.0 - 1.9	(67)"
PHENIX/Parrot,64.77,"3.4	(150)"
PHENIX/Parrot,32.99,"3.4	(150)"
PHENIX/Parrot,11.01,"4.0	(150)"
PHENIX/Parrot,22.22,"3.4	(150)"
PHENIX/Parrot,45.78,"3.4	(150)"
PHENIX/Parrot,31.75,"3.2	(150)"
PHENIX/Parrot,9.5,"3.8	(150)"
PHENIX/Parrot,20.33,"3.6	(150)"
PHENIX/Parrot,10.05,"3.8	(150)"
PHENIX/Parrot,96.28,"1.0 - 1.9	(67)"
PHENIX/Parrot,21.09,"3.8	(150)"
PHENIX/Parrot,8.1,"3.8	(150)"
PHENIX/Parrot,83.59,"2.0 - 3.1	(81)"
PHENIX/Parrot,6.32,"4.0	(150)"
PHENIX/Parrot,97.67,"2.0 - 3.1	(81)"
PHENIX/Parrot,36.24,"3.2	(150)"
PHENIX/Parrot,85.06,"2.0 - 3.1	(81)"
PHENIX/Parrot,7.03,"4.0	(150)"
PHENIX/Parrot,10.45,"4.0	(150)"
PHENIX/Parrot,97.45,"1.0 - 1.9	(67)"
PHENIX/Parrot,43.62,"3.2	(150)"
PHENIX/Parrot,91.14,"1.0 - 1.9	(67)"
PHENIX/Parrot,44.44,"3.6	(150)"
PHENIX/Parrot,98.54,"1.0 - 1.9	(67)"
PHENIX/Parrot,97.97,"1.0 - 1.9	(67)"
PHENIX/Parrot,5.57,"3.6	(150)"
PHENIX/Parrot,93.09,"2.0 - 3.1	(81)"
PHENIX/Parrot,60.51,"3.2	(150)"
PHENIX/Parrot,97.67,"2.0 - 3.1	(81)"
PHENIX/Parrot,97.33,"1.0 - 1.9	(67)"
PHENIX/Parrot,21.56,"3.2	(150)"
PHENIX/Parrot,66.5,"2.0 - 3.1	(81)"
PHENIX/Parrot,77.37,"1.0 - 1.9	(67)"
PHENIX/Parrot,20.54,"3.8	(150)"
PHENIX/Parrot,16.56,"3.2	(150)"
PHENIX/Parrot,10.7,"4.0	(150)"
PHENIX/Parrot,12.27,"4.0	(150)"
PHENIX/Parrot,9.13,"3.8	(150)"
PHENIX/Parrot,99.04,"1.0 - 1.9	(67)"
PHENIX/Parrot,6.25,"3.8	(150)"
PHENIX/Parrot,89.75,"2.0 - 3.1	(81)"
PHENIX/Parrot,35.56,"3.2	(150)"
PHENIX/Parrot,26.97,"3.6	(150)"
PHENIX/Parrot,20.02,"3.2	(150)"
PHENIX/Parrot,24.95,"3.4	(150)"
PHENIX/Parrot,43.15,"3.4	(150)"
PHENIX/Parrot,96.48,"1.0 - 1.9	(67)"
PHENIX/Parrot,6.37,"4.0	(150)"
PHENIX/Parrot,33.62,"3.2	(150)"
PHENIX/Parrot,21,"4.0	(150)"
PHENIX/Parrot,8.01,"3.8	(150)"
PHENIX/Parrot,2.62,"1.0 - 1.9	(67)"
PHENIX/Parrot,0.66,"3.6	(150)"
PHENIX/Parrot,8.68,"3.4	(150)"
PHENIX/Parrot,70.62,"2.0 - 3.1	(81)"
PHENIX/Parrot,43.8,"3.2	(150)"
PHENIX/Parrot,56.89,"3.4	(150)"
PHENIX/Parrot,15.84,"3.8	(150)"
PHENIX/Parrot,32.5,"3.4	(150)"
PHENIX/Parrot,93.37,"2.0 - 3.1	(81)"
PHENIX/Parrot,40.37,"3.6	(150)"
PHENIX/Parrot,41.3,"3.2	(150)"
PHENIX/Parrot,42.58,"3.8	(150)"
PHENIX/Parrot,38.1,"3.6	(150)"
PHENIX/Parrot,23.85,"3.4	(150)"
PHENIX/Parrot,96.65,"1.0 - 1.9	(67)"
PHENIX/Parrot,20.41,"3.8	(150)"
PHENIX/Parrot,50.53,"3.6	(150)"
PHENIX/Parrot,38.47,"3.2	(150)"
PHENIX/Parrot,96.49,"1.0 - 1.9	(67)"
PHENIX/Parrot,4.61,"4.0	(150)"
PHENIX/Parrot,18.95,"3.6	(150)"
PHENIX/Parrot,21.39,"3.4	(150)"
PHENIX/Parrot,24.57,"4.0	(150)"
PHENIX/Parrot,38.3,"3.4	(150)"
PHENIX/Parrot,12.5,"3.6	(150)"
PHENIX/Parrot,27.15,"3.2	(150)"
PHENIX/Parrot,14.04,"3.8	(150)"
PHENIX/Parrot,28.72,"3.6	(150)"
PHENIX/Parrot,35.65,"3.2	(150)"
PHENIX/Parrot,19.3,"4.0	(150)"
PHENIX/Parrot,90.42,"2.0 - 3.1	(81)"
PHENIX/Parrot,1.35,"4.0	(150)"
PHENIX/Parrot,44.63,"3.4	(150)"
PHENIX/Parrot,21.77,"4.0	(150)"
PHENIX/Parrot,18.16,"3.6	(150)"
PHENIX/Parrot,16.1,"3.6	(150)"
PHENIX/Parrot,16.48,"3.8	(150)"
PHENIX/Parrot,93.07,"1.0 - 1.9	(67)"
PHENIX/Parrot,96.53,"2.0 - 3.1	(81)"
PHENIX/Parrot,87.7,"2.0 - 3.1	(81)"
PHENIX/Parrot,38.51,"3.6	(150)"
PHENIX/Parrot,2.63,"3.6	(150)"
PHENIX/Parrot,98.37,"2.0 - 3.1	(81)"
PHENIX/Parrot,9.92,"3.8	(150)"
PHENIX/Parrot,34.82,"3.4	(150)"
PHENIX/Parrot,37.5,"3.6	(150)"
PHENIX/Parrot,5.84,"4.0	(150)"
PHENIX/Parrot,65.8,"3.2	(150)"
PHENIX/Parrot,95.45,"2.0 - 3.1	(81)"
PHENIX/Parrot,22.51,"3.6	(150)"
PHENIX/Parrot,86.08,"2.0 - 3.1	(81)"
PHENIX/Parrot,11.73,"3.8	(150)"
PHENIX/Parrot,86.89,"2.0 - 3.1	(81)"
PHENIX/Parrot,45.59,"3.2	(150)"
PHENIX/Parrot,21.6,"3.8	(150)"
PHENIX/Parrot,22.28,"3.6	(150)"
PHENIX/Parrot,4.76,"3.8	(150)"
PHENIX/Parrot,22.67,"3.6	(150)"
PHENIX/Parrot,24.89,"3.6	(150)"
PHENIX/Parrot,19.96,"3.6	(150)"
PHENIX/Parrot,9.13,"4.0	(150)"
PHENIX/Parrot,46.8,"3.2	(150)"
PHENIX/Parrot,95.67,"1.0 - 1.9	(67)"
PHENIX/Parrot,42.01,"3.4	(150)"
PHENIX/Parrot,40.76,"3.4	(150)"
PHENIX/Parrot,75.2,"3.6	(150)"
PHENIX/Parrot,98.27,"1.0 - 1.9	(67)"
PHENIX/Parrot,13.95,"4.0	(150)"
PHENIX/Parrot,47.33,"3.4	(150)"
PHENIX/Parrot,18.77,"3.6	(150)"
PHENIX/Parrot,30.97,"3.4	(150)"
PHENIX/Parrot,34.89,"3.8	(150)"
PHENIX/Parrot,25.27,"3.2	(150)"
PHENIX/Parrot,14.94,"3.2	(150)"
PHENIX/Parrot,11.48,"3.4	(150)"
PHENIX/Parrot,43.84,"3.8	(150)"
PHENIX/Parrot,19.18,"3.2	(150)"
PHENIX/Parrot,8.73,"4.0	(150)"
PHENIX/Parrot,10.89,"4.0	(150)"
PHENIX/Parrot,62.5,"3.2	(150)"
PHENIX/Parrot,11.48,"4.0	(150)"
PHENIX/Parrot,99.34,"1.0 - 1.9	(67)"
PHENIX/Parrot,11.5,"3.8	(150)"
PHENIX/Parrot,87.39,"3.2	(150)"
PHENIX/Parrot,13.16,"3.2	(150)"
PHENIX/Parrot,29.17,"3.2	(150)"
PHENIX/Parrot,15.22,"3.8	(150)"
PHENIX/Parrot,93.9,"1.0 - 1.9	(67)"
PHENIX/Parrot,48.23,"3.2	(150)"
PHENIX/Parrot,22.27,"3.6	(150)"
PHENIX/Parrot,26.91,"3.2	(150)"
PHENIX/Parrot,98.21,"1.0 - 1.9	(67)"
PHENIX/Parrot,17.77,"3.8	(150)"
PHENIX/Parrot,26.84,"3.2	(150)"
PHENIX/Parrot,37.6,"3.4	(150)"
PHENIX/Parrot,56.72,"3.4	(150)"
PHENIX/Parrot,60.51,"3.4	(150)"
PHENIX/Parrot,2.63,"3.8	(150)"
PHENIX/Parrot,0.39,"4.0	(150)"
PHENIX/Parrot,59.15,"3.4	(150)"
PHENIX/Parrot,49.28,"3.6	(150)"
PHENIX/Parrot,20.9,"3.4	(150)"
PHENIX/Parrot,24.79,"3.8	(150)"
PHENIX/Parrot,84.75,"2.0 - 3.1	(81)"
PHENIX/Parrot,32.09,"3.4	(150)"
PHENIX/Parrot,42.81,"3.2	(150)"
PHENIX/Parrot,30.74,"3.2	(150)"
PHENIX/Parrot,45.39,"3.6	(150)"
PHENIX/Parrot,47.04,"3.4	(150)"
PHENIX/Parrot,24.92,"3.2	(150)"
PHENIX/Parrot,40.76,"3.2	(150)"
PHENIX/Parrot,7.89,"3.4	(150)"
PHENIX/Parrot,67.66,"3.2	(150)"
PHENIX/Parrot,23.68,"3.2	(150)"
PHENIX/Parrot,97.18,"2.0 - 3.1	(81)"
PHENIX/Parrot,22.14,"3.6	(150)"
PHENIX/Parrot,8.98,"3.4	(150)"
PHENIX/Parrot,27.21,"3.4	(150)"
PHENIX/Parrot,39.33,"3.2	(150)"
PHENIX/Parrot,87.37,"2.0 - 3.1	(81)"
PHENIX/Parrot,11.33,"3.8	(150)"
PHENIX/Parrot,5.08,"3.6	(150)"
PHENIX/Parrot,29.63,"3.8	(150)"
PHENIX/Parrot,36,"3.4	(150)"
PHENIX/Parrot,92.88,"1.0 - 1.9	(67)"
PHENIX/Parrot,14.98,"3.6	(150)"
PHENIX/Parrot,14.57,"3.6	(150)"
PHENIX/Parrot,30,"3.4	(150)"
PHENIX/Parrot,31.7,"3.4	(150)"
PHENIX/Parrot,10.4,"4.0	(150)"
PHENIX/Parrot,16.61,"3.8	(150)"
PHENIX/Parrot,84.92,"2.0 - 3.1	(81)"
PHENIX/Parrot,73.75,"2.0 - 3.1	(81)"
PHENIX/Parrot,2.63,"3.8	(150)"
PHENIX/Parrot,23.76,"3.2	(150)"
PHENIX/Parrot,28.34,"3.2	(150)"
PHENIX/Parrot,39.67,"3.2	(150)"
PHENIX/Parrot,23.06,"3.2	(150)"
PHENIX/Parrot,15.65,"3.8	(150)"
PHENIX/Parrot,38.85,"3.6	(150)"
PHENIX/Parrot,13.98,"3.8	(150)"
PHENIX/Parrot,56.05,"3.6	(150)"
PHENIX/Parrot,41.13,"3.4	(150)"
PHENIX/Parrot,0,"4.0	(150)"
PHENIX/Parrot,93.86,"2.0 - 3.1	(81)"
PHENIX/Parrot,7.87,"4.0	(150)"
PHENIX/Parrot,90.52,"1.0 - 1.9	(67)"
PHENIX/Parrot,22.96,"3.4	(150)"
PHENIX/Parrot,17.02,"3.8	(150)"
PHENIX/Parrot,27.89,"3.2	(150)"
PHENIX/Parrot,1.13,"3.8	(150)"
PHENIX/Parrot,86.57,"2.0 - 3.1	(81)"
PHENIX/Parrot,30.74,"3.4	(150)"
PHENIX/Parrot,24.73,"3.6	(150)"
PHENIX/Parrot,13.13,"4.0	(150)"
PHENIX/Parrot,93.54,"1.0 - 1.9	(67)"
PHENIX/Parrot,40.14,"3.2	(150)"
PHENIX/Parrot,93.61,"2.0 - 3.1	(81)"
PHENIX/Parrot,52.41,"3.2	(150)"
PHENIX/Parrot,52.13,"3.2	(150)"
PHENIX/Parrot,35.89,"3.4	(150)"
PHENIX/Parrot,99.57,"2.0 - 3.1	(81)"
PHENIX/Parrot,12.4,"3.8	(150)"
PHENIX/Parrot,12.69,"3.8	(150)"
PHENIX/Parrot,42.04,"3.8	(150)"
PHENIX/Parrot,27.6,"3.4	(150)"
PHENIX/Parrot,14.49,"3.8	(150)"
PHENIX/Parrot,19.78,"3.8	(150)"
PHENIX/Parrot,43.31,"4.0	(150)"
PHENIX/Parrot,7.47,"3.6	(150)"
PHENIX/Parrot,40.05,"4.0	(150)"
PHENIX/Parrot,28.57,"3.2	(150)"
PHENIX/Parrot,22,"3.6	(150)"
PHENIX/Parrot,37.87,"3.2	(150)"
PHENIX/Parrot,27.48,"3.4	(150)"
PHENIX/Parrot,19.84,"3.2	(150)"
PHENIX/Parrot,95.87,"1.0 - 1.9	(67)"
PHENIX/Parrot,8.68,"3.6	(150)"
PHENIX/Parrot,60.29,"3.4	(150)"
PHENIX/Parrot,9.89,"4.0	(150)"
PHENIX/Parrot,7.82,"4.0	(150)"
PHENIX/Parrot,49.87,"3.2	(150)"
PHENIX/Parrot,34.83,"3.2	(150)"
PHENIX/Parrot,18.84,"3.8	(150)"
PHENIX/Parrot,50.6,"3.2	(150)"
PHENIX/Parrot,37.27,"3.4	(150)"
PHENIX/Parrot,27.78,"3.4	(150)"
PHENIX/Parrot,59.15,"3.2	(150)"
PHENIX/Parrot,16.46,"3.8	(150)"
PHENIX/Parrot,48.11,"3.2	(150)"
PHENIX/Parrot,97.8,"2.0 - 3.1	(81)"
PHENIX/Parrot,17.29,"3.6	(150)"
PHENIX/Parrot,91.3,"1.0 - 1.9	(67)"
PHENIX/Parrot,31.3,"3.6	(150)"
PHENIX/Parrot,14.32,"3.2	(150)"
PHENIX/Parrot,12.34,"4.0	(150)"
PHENIX/Parrot,62.59,"3.2	(150)"
PHENIX/Parrot,24.59,"4.0	(150)"
PHENIX/Parrot,8.07,"3.8	(150)"
PHENIX/Parrot,35.16,"3.4	(150)"
PHENIX/Parrot,23.09,"3.6	(150)"
PHENIX/Parrot,26.98,"3.2	(150)"
PHENIX/Parrot,18.64,"3.2	(150)"
PHENIX/Parrot,41.96,"3.4	(150)"
PHENIX/Parrot,9.24,"3.8	(150)"
PHENIX/Parrot,92.19,"1.0 - 1.9	(67)"
PHENIX/Parrot,9.38,"4.0	(150)"
PHENIX/Parrot,33.73,"3.8	(150)"
PHENIX/Parrot,98.2,"1.0 - 1.9	(67)"
PHENIX/Parrot,42.04,"3.2	(150)"
PHENIX/Parrot,37.93,"3.6	(150)"
PHENIX/Parrot,36.17,"3.8	(150)"
PHENIX/Parrot,10.09,"4.0	(150)"
PHENIX/Parrot,14.48,"3.8	(150)"
PHENIX/Parrot,9.98,"4.0	(150)"
PHENIX/Parrot,19.06,"3.8	(150)"
PHENIX/Parrot,26.42,"3.6	(150)"
PHENIX/Parrot,60.11,"3.4	(150)"
PHENIX/Parrot,42.26,"3.4	(150)"
PHENIX/Parrot,14.85,"3.8	(150)"
PHENIX/Parrot,3.26,"3.8	(150)"
PHENIX/Parrot,74.58,"1.0 - 1.9	(67)"
PHENIX/Parrot,91.78,"1.0 - 1.9	(67)"
PHENIX/Parrot,17.16,"3.8	(150)"
PHENIX/Parrot,9.17,"4.0	(150)"
PHENIX/Parrot,5.04,"4.0	(150)"
PHENIX/Parrot,11.96,"4.0	(150)"
PHENIX/Parrot,8.73,"4.0	(150)"
PHENIX/Parrot,19.2,"3.6	(150)"
PHENIX/Parrot,3.18,"4.0	(150)"
PHENIX/Parrot,6.04,"4.0	(150)"
PHENIX/Parrot,69.02,"2.0 - 3.1	(81)"
PHENIX/Parrot,17.28,"3.6	(150)"
PHENIX/Parrot,20.45,"3.6	(150)"
PHENIX/Parrot,90.74,"1.0 - 1.9	(67)"
PHENIX/Parrot,16.95,"3.4	(150)"
PHENIX/Parrot,14.94,"3.8	(150)"
PHENIX/Parrot,14.62,"3.2	(150)"
PHENIX/Parrot,24.52,"3.4	(150)"
PHENIX/Parrot,10.79,"4.0	(150)"
PHENIX,11.9,"3.4	(150)"
PHENIX,31.39,"3.4	(150)"
PHENIX,89.3,"1.0 - 1.9	(67)"
PHENIX,13.77,"3.8	(150)"
PHENIX,46.99,"3.4	(150)"
PHENIX,43.52,"3.6	(150)"
PHENIX,6.29,"3.8	(150)"
PHENIX,10.17,"3.6	(150)"
PHENIX,95.64,"2.0 - 3.1	(81)"
PHENIX,48.21,"3.4	(150)"
PHENIX,80.08,"1.0 - 1.9	(67)"
PHENIX,25.23,"3.4	(150)"
PHENIX,25.79,"3.4	(150)"
PHENIX,8.37,"3.8	(150)"
PHENIX,5.96,"4.0	(150)"
PHENIX,9.12,"4.0	(150)"
PHENIX,0.74,"3.6	(150)"
PHENIX,25.43,"3.2	(150)"
PHENIX,27.68,"3.4	(150)"
PHENIX,10.78,"4.0	(150)"
PHENIX,13.21,"3.8	(150)"
PHENIX,17.38,"4.0	(150)"
PHENIX,97.41,"1.0 - 1.9	(67)"
PHENIX,35.59,"3.2	(150)"
PHENIX,13.22,"3.8	(150)"
PHENIX,28.51,"3.4	(150)"
PHENIX,28.33,"3.6	(150)"
PHENIX,64.89,"2.0 - 3.1	(81)"
PHENIX,33.82,"3.4	(150)"
PHENIX,88.69,"2.0 - 3.1	(81)"
PHENIX,90.75,"1.0 - 1.9	(67)"
PHENIX,16.67,"4.0	(150)"
PHENIX,34.4,"3.6	(150)"
PHENIX,44.15,"3.4	(150)"
PHENIX,27.68,"3.2	(150)"
PHENIX,22.34,"3.6	(150)"
PHENIX,48.65,"3.8	(150)"
PHENIX,12.5,"3.6	(150)"
PHENIX,96.19,"1.0 - 1.9	(67)"
PHENIX,31.03,"3.4	(150)"
PHENIX,18.36,"3.4	(150)"
PHENIX,96.03,"1.0 - 1.9	(67)"
PHENIX,16.58,"3.8	(150)"
PHENIX,98.76,"2.0 - 3.1	(81)"
PHENIX,32.38,"3.4	(150)"
PHENIX,68.47,"3.6	(150)"
PHENIX,25.85,"3.6	(150)"
PHENIX,45.26,"3.2	(150)"
PHENIX,8.12,"3.4	(150)"
PHENIX,9.37,"3.2	(150)"
PHENIX,92.29,"2.0 - 3.1	(81)"
PHENIX,19.77,"4.0	(150)"
PHENIX,14.72,"3.6	(150)"
PHENIX,8.28,"3.8	(150)"
PHENIX,0,"4.0	(150)"
PHENIX,18.98,"3.2	(150)"
PHENIX,14.77,"3.6	(150)"
PHENIX,28.13,"3.6	(150)"
PHENIX,20.73,"3.8	(150)"
PHENIX,10.7,"4.0	(150)"
PHENIX,22.95,"3.4	(150)"
PHENIX,5.66,"4.0	(150)"
PHENIX,31.52,"3.4	(150)"
PHENIX,29.88,"3.6	(150)"
PHENIX,67.87,"2.0 - 3.1	(81)"
PHENIX,20.18,"3.2	(150)"
PHENIX,90.24,"1.0 - 1.9	(67)"
PHENIX,42.55,"3.2	(150)"
PHENIX,14.98,"3.8	(150)"
PHENIX,7.66,"3.8	(150)"
PHENIX,7,"4.0	(150)"
PHENIX,24.15,"3.4	(150)"
PHENIX,1.76,"3.4	(150)"
PHENIX,25.97,"3.8	(150)"
PHENIX,89.01,"1.0 - 1.9	(67)"
PHENIX,15.26,"3.6	(150)"
PHENIX,8.02,"4.0	(150)"
PHENIX,15.76,"3.6	(150)"
PHENIX,92.23,"2.0 - 3.1	(81)"
PHENIX,16.11,"3.8	(150)"
PHENIX,13.52,"3.2	(150)"
PHENIX,18.02,"3.6	(150)"
PHENIX,29.38,"3.4	(150)"
PHENIX,30.59,"3.6	(150)"
PHENIX,45.11,"3.2	(150)"
PHENIX,49.64,"3.2	(150)"
PHENIX,19.91,"3.6	(150)"
PHENIX,10.39,"3.2	(150)"
PHENIX,18.62,"3.2	(150)"
PHENIX,93.65,"2.0 - 3.1	(81)"
PHENIX,34.28,"3.2	(150)"
PHENIX,28.13,"3.6	(150)"
PHENIX,13.75,"3.8	(150)"
PHENIX,96.69,"1.0 - 1.9	(67)"
PHENIX,22.94,"3.6	(150)"
PHENIX,16.33,"4.0	(150)"
PHENIX,74.77,"1.0 - 1.9	(67)"
PHENIX,36.84,"3.4	(150)"
PHENIX,30.84,"3.4	(150)"
PHENIX,13.5,"4.0	(150)"
PHENIX,96.77,"1.0 - 1.9	(67)"
PHENIX,6.38,"4.0	(150)"
PHENIX,28.63,"3.2	(150)"
PHENIX,29.35,"3.6	(150)"
PHENIX,10.92,"3.6	(150)"
PHENIX,34.4,"3.2	(150)"
PHENIX,3.12,"4.0	(150)"
PHENIX,27.42,"3.6	(150)"
PHENIX,20.8,"3.4	(150)"
PHENIX,4.39,"4.0	(150)"
PHENIX,35.06,"4.0	(150)"
PHENIX,27.95,"3.2	(150)"
PHENIX,2.63,"4.0	(150)"
PHENIX,95.8,"2.0 - 3.1	(81)"
PHENIX,92.57,"1.0 - 1.9	(67)"
PHENIX,14.04,"3.8	(150)"
PHENIX,19.57,"4.0	(150)"
PHENIX,5.43,"4.0	(150)"
PHENIX,98.98,"1.0 - 1.9	(67)"
PHENIX,19.5,"4.0	(150)"
PHENIX,98.71,"2.0 - 3.1	(81)"
PHENIX,4.55,"4.0	(150)"
PHENIX,23.96,"3.6	(150)"
PHENIX,24.78,"3.8	(150)"
PHENIX,90,"1.0 - 1.9	(67)"
PHENIX,17.92,"3.4	(150)"
PHENIX,7.52,"4.0	(150)"
PHENIX,31.85,"3.4	(150)"
PHENIX,16.72,"3.4	(150)"
PHENIX,13.05,"3.8	(150)"
PHENIX,7.53,"3.8	(150)"
PHENIX,5.86,"4.0	(150)"
PHENIX,11.89,"3.8	(150)"
PHENIX,66.44,"3.2	(150)"
PHENIX,18.85,"3.6	(150)"
PHENIX,38.82,"3.4	(150)"
PHENIX,76.31,"2.0 - 3.1	(81)"
PHENIX,30.67,"3.6	(150)"
PHENIX,32.1,"3.2	(150)"
PHENIX,47.31,"3.6	(150)"
PHENIX,34.91,"3.2	(150)"
PHENIX,6.69,"4.0	(150)"
PHENIX,39.15,"3.4	(150)"
PHENIX,85.67,"2.0 - 3.1	(81)"
PHENIX,37.64,"3.2	(150)"
